resume_text,job_description_text,label
"DevOps professional specializing in cloud automation and containerization with linux, terraform, problem-solving, aws, docker.","Join our UI team! We are looking for a developer with experience in typescript, vue, teamwork, react, leadership.",No Fit
"Machine learning engineer with a focus on delivering data-driven insights using leadership, agile methodologies, problem-solving, python, tensorflow, scikit-learn, statistics, pandas, sql.","Hiring a Data Scientist to analyze large datasets. Required skills include scikit-learn, pandas, tensorflow, agile methodologies, sql, python, leadership, statistics.",Fit
"Experienced Python Developer with a strong background in git, teamwork, python, problem-solving, sql, communication, apis, flask seeking a challenging role.","Join our cloud team! We require knowledge of problem-solving, ci/cd, aws, docker, terraform, teamwork.",No Fit
"Detail-oriented developer with expertise in creating web applications using git, sql, problem-solving, flask, teamwork, leadership.","Job opening for a Python programmer. The ideal candidate will know sql, git, flask, communication, apis, django, python, agile methodologies, problem-solving.",Fit
"Analytical professional with expertise in machine learning and data analysis. Skilled in tensorflow, pandas, python, scikit-learn, sql, leadership, statistics.","Hiring a Data Scientist to analyze large datasets. Required skills include pandas, teamwork, tensorflow, statistics, python, scikit-learn, sql.",Fit
"Experienced Python Developer with a strong background in apis, sql, flask, git, agile methodologies, communication, django, python seeking a challenging role.","Data Scientist role available. The candidate must be proficient in python, scikit-learn, agile methodologies, statistics, problem-solving, tensorflow.",No Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using teamwork, problem-solving, ci/cd, aws, linux.","DevOps Engineer needed. Must have hands-on experience with linux, aws, terraform, ci/cd, docker, problem-solving.",Fit
"Machine learning engineer with a focus on delivering data-driven insights using scikit-learn, tensorflow, pandas, python, communication, statistics.","We are looking for a Machine Learning expert to join our data team. Must know pandas, python, tensorflow, sql, leadership, scikit-learn.",Fit
"Analytical professional with expertise in machine learning and data analysis. Skilled in scikit-learn, problem-solving, tensorflow, pandas, statistics, python, sql, communication, teamwork.","Hiring a Data Scientist to analyze large datasets. Required skills include statistics, agile methodologies, python, sql, scikit-learn.",Fit
"Machine learning engineer with a focus on delivering data-driven insights using python, problem-solving, pandas, leadership, statistics, scikit-learn, tensorflow, teamwork.","Data Scientist role available. The candidate must be proficient in teamwork, leadership, scikit-learn, tensorflow, pandas, agile methodologies, sql.",Fit
"Experienced Python Developer with a strong background in django, communication, flask, problem-solving, git, apis, sql, python, leadership seeking a challenging role.","Join our UI team! We are looking for a developer with experience in html, agile methodologies, javascript, css, typescript, vue, problem-solving, leadership, react.",No Fit
"Detail-oriented developer with expertise in creating web applications using git, django, python, agile methodologies, communication.","Seeking a Cloud Engineer to manage our AWS infrastructure. Experience with problem-solving, ci/cd, teamwork, linux, aws, kubernetes is mandatory.",No Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using docker, leadership, linux, ci/cd.","Join our cloud team! We require knowledge of aws, problem-solving, ci/cd, linux, terraform.",Fit
"Experienced Python Developer with a strong background in python, git, django, apis, sql, teamwork seeking a challenging role.","We are looking for a Machine Learning expert to join our data team. Must know pandas, python, leadership, sql, problem-solving.",No Fit
"Experienced Python Developer with a strong background in git, django, flask, apis, agile methodologies, python, sql seeking a challenging role.","We are hiring a Python Developer to join our team. Must have experience with problem-solving, django, leadership, apis, agile methodologies, python.",Fit
"Experienced Python Developer with a strong background in django, communication, flask, problem-solving, agile methodologies, python, sql, git seeking a challenging role.","Hiring a Data Scientist to analyze large datasets. Required skills include problem-solving, statistics, communication, pandas, tensorflow, python, sql, scikit-learn, leadership.",No Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using aws, ci/cd, teamwork, kubernetes, agile methodologies, linux.","Looking for a Frontend Developer proficient in typescript, react, css, vue, javascript, html, leadership to build our next-gen UI.",No Fit
"DevOps professional specializing in cloud automation and containerization with docker, leadership, ci/cd, linux, kubernetes, agile methodologies, aws, terraform.","Job opening for a Python programmer. The ideal candidate will know git, leadership, teamwork, python, sql.",No Fit
"Data Scientist with a proven track record of building predictive models using communication, sql, python, tensorflow, scikit-learn.","Hiring a Data Scientist to analyze large datasets. Required skills include tensorflow, communication, statistics, pandas, python.",Fit
